19.53,20.25,22.56,25.75,29.63,34.28
19.56,20.44,22.35,25.75,29.79,34.22
19.47,20.47,22.56,25.84,29.81,34.31
19.78,20.41,22.60,25.72,29.82,34.19
19.41,20.29,22.69,25.50,29.72,34.25
19.65,20.28,22.53,25.62,29.69,34.19
19.65,20.47,22.41,25.85,29.62,34.25
19.75,20.44,22.66,25.62,29.75,34.31
19.62,20.44,22.50,25.78,29.75,34.12
19.62,20.47,22.59,25.78,29.78,34.40
