25.69,25.87,26.00,26.78
26.00,25.47,25.72,25.81
25.85,25.81,25.91,25.95
26.00,25.72,25.97,25.84
25.75,25.69,25.97,25.87
25.93,25.84,26.03,25.78
25.84,25.85,25.87,25.66
25.75,25.79,25.94,25.94
25.97,25.75,25.91,25.84
25.90,25.81,25.84,25.88
