19.75,19.44,19.68,19.63
19.72,19.41,19.71,19.41
19.50,19.40,19.66,19.59
19.62,19.60,19.72,19.62
19.56,19.59,19.44,19.53
19.53,19.56,19.65,19.47
19.56,19.59,19.65,19.60
19.47,19.60,19.75,19.66
19.78,19.57,19.62,19.56
19.41,19.44,19.62,19.54
